artist_name,track_name,release_date,genre,lyrics
Black Pumas,Black Moon Rising,2019,retro,"Under the raging sun's open fire, fire, fire Ain't nothin' new, ain't nothin' new We all have desires I want you to be my woman, babe Every time you get dressed in black You give a grown man a heart attack I pray that good Lord will bring you back You're my sunshine [Chorus] Shoot me down and break my heart It's the black moon rising You brave the sight, I paint the picture And you want to do it 'Cause all she wants to do is cruise to the black moon rising Right on, right on, baby, yeah Cruise [Verse 2] What's going on? Same ol' thing, just a different season One hundred years and the only time she gets dressed in black Taking flight, baby, count you down On your way off without a sound Black moon rising above the clouds You're my sunshine You might also like[Chorus] Shoot me down and break my heart It's the black moon rising You brave the sight, I paint the picture Of the black moon rising And all she wants to do is cruise Right on, right on baby I ain't got nothing to do now With the black moon rising cruise [Instrumental Break] [Outro] Shoot me down and break my heart It's the black moon rising You brave the sight, I paint the picture Of the black moon rising And all she wants to do is cruise Right on, right on baby Right on, right on babyEmbed"
The Dip,When You Lose Someone,2022,retro,"Baby 'cause that's all I can think to do In my experience time heals everything But I know that just might not be true And my words they don't mean much anyway When you're dwelling in that particular shade of blue Ooh, I can see your sorrow I can see your pain (What can I say? What can I do?) Ohhh, baby (When you lose someone that you love) When you lose someone that you really, really love (When you lose someone that you love) Well there's nothing I can say, there's nothing I can do (When you lose someone that you love) Hardest thing in this whole wide world (When you lose someone that you love) Oh, when you lose someone that you love I could tell you it's just part of life For every setting sun, there's a break of day But I'd be lying right through my teeth If I told you I knew why they had to go away You might also likeSome things in this life We just ain't meant to understand Just know that I'm here for you To help in any way I can (What can I say? What can I do?) When it feels so helpless (I'll be right here, standing by you) Standing right by your side Ohhh, baby (When you lose someone that you love) When you lose someone that you really, really love (When you lose someone that you love) Oh, I wanna tell you, wanna tell you that I'm so sorry (When you lose someone that you love) I am here for you if you need me (When you lose someone that you love) Oh, when you lose someone that you loveEmbed"
The Dip,Sleep On It,2022,retro,It's been a while since we crossed paths But I see you in my dreams And in my mind there's a precipice Over which my heart careens And when I wake I want only to drift back into slumber And wonder baby when I'm gonna see you again [Chorus] So let me sleep on it Baby that's all I wanna do Float down in reverie Let me dream only of you [Verse 2] No you won't catch me yawnin' darlin' I ain't no creature of the night The sandman's a comin' and I ain't gonna put up a fight I'm just counting down the hours until I can lay my head to rest And dream a dream about you baby And your sleepy caress [Chorus] So let me sleep on it Baby that's all I wanna do Float down in reverie Let me drеam only of you Only of you You might also like[Bridge] I can't wait any longer Oh just put me under [Chorus] So lеt me sleep on it Baby that's all I wanna do Float down in reverie Let me dream only of you So let me sleep on it Baby that's all I wanna do Float down in reverie Let me dream only of you Only of youEmbed
The Meltdown,Better Days,2017,retro,"I was hesitant at first Thinking it ain't the right time Egg shell hearts just cracked Crying on the train Fearful of the facts The sorrows and the morals And the Chinatown whispers that would Obviously be muttered by the dogs Now compassion I don't lack Just heart filled with runner beans And feet like in running shoes And yes it was just you and me Just fly [??] Trap doors are bound No turning round Set course for the rocks mate, chin up Watch us sink without a sound Watch us sink with out a sound... [Hook - Woodpecker Wooliams] I think we're on the meltdown I feel it in my bones, you know Don't feel right I think we're on the meltdown I feel it in my bones, you know Don't feel right Don't feel right You might also like[Verse 2 - Ghostpoet] So now I'm second guessing yes and no Blood pumps regular, - But skin feels icy cold And flights old, are melting with the past [??] So it won't be forever then I can't do forever friends, - Cause something in my character just takes a hold And throws me out the car Maybe if I looked afar I could stop the catastrophe But you and me weren't meant to be And someone somewhere knew it from the start Now it's love that soaks my heart I contemplate the dark And superglue the memories and better days The times that made you laugh The times that made you laugh [Hook] [Bridge] x 3 I don't mean to disappoint and tear apart But baby it's my heart This time I got to follow it I don't mean to disappoint and tear apart But baby it's my heart This time I got to follow it This time I got to follow it This time I got to follow it This time I got to follow it This time I got to follow itEmbed"
St. Paul & The Broken Bones,Like a Mighty River,2014,retro,"And yet we burn the coal Oh, baby, I heard what you've been saying And I know that we will be all right You are just a tired girl And I am just a tired boy And we ain't gonna let it fall But you can't, but you can't let me take you down Cause we got to take it slow Oh but I, I am just working hard And you, you You're just working through it And all of us Ah, we just play it cool Your love, my love, our love Oh, it's like a mighty river, baby Please, lord, can you hear my prayer? Don't let it fall on deaf ears But ain't nobody hearin' me So I guess I'll just have to speak up She is just a pure girl And I am just a dirty boy And we're just trying to work it through But there ain't, but there ain't no one to cut me Like the words that she used You might also likeOh but I, I am just working hard And you, you You've been just working, too And all of us Ah, we just play it cool Your love, my love, our love Oh, it's like a mighty river, baby Gotta let it, let it flow Gotta let it, let it flow... I know, I know I've gotta, gotta You've gotta let it flow I said let it flow2Embed"
Lawrence,23,2023,retro,"Uh! Hey yeah Oh, ooh At 23 you said goodbye One, two, three, uh! [Verse 1: Gracie Lawrence, Gracie Lawrence & Clyde Lawrence] Waitin', I'm waiting Might start complainin' This quarter life crisis Is not entertaining to me La-di-di-da Oh it's my party and I'm gonna cry If I want to [Chorus: Gracie Lawrence] You said that 23 would be the best year, that ever happened to me but I'm 23 and that's a lie, huh You said that 23 would be our best year, but you were messin' with me 'cause At 23 you said goodbye [Verse 2: Gracie Lawrence, Clyde Lawrence, Both] Oh it's been the Worst day, the worst day (Worst day) Cake on a Thursday (Thursday) Who says I can't have Tears on my birthday, baby La-di-di-da Yeah it's my party and I'm gonna cry If I want to You might also like[Chorus: Gracie Lawrence, Clyde Lawrence, Both] You said that 23 would be the best year, that ever happened to me but guess what I'm 23 and that's a lie (Lie, lie, lie, lie lie lie) You said that 23 would be our best year, but you were messin' with me 'cause At 23 you said goodbye [Post-Chorus: Gracie Lawrence, Both] (You said that, you said that) Hey, yeah (You said that, you said that) Oh-oh At 23 you said goodbye (You said that, you said that) Yeah you said that (You said that, you said that) Ooh At 23 you said goodbye [Bridge: Gracie Lawrence, Clyde Lawrence] Oh You said that, you said that You said that, you said that You said that, you said that You said that, you said that You said that, you said that You said that, you said that You said that, you said that (Oh you said that) [Chorus: Gracie Lawrence, Clyde Lawrence, Both] You said that 23 would be the best year, that ever happened to me but guess what I'm 23 and that's a lie Lie, lie, lie, lie You said that 23 would be our best year, but you were messin' with me 'cause At 23 you said goodbye [Post-Chorus: Gracie Lawrence, Both] (You said that, you said that) Oh, oh At 23 you said goodbye (You said that, you said that) Oh, oh At 23 you said goodbyeEmbed"
Allen Stone,Brown Eyed Lover,2019,retro,"Waiting Waiting Waiting [Chorus] I've got a brown eyed lover On the other side of town I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) She's got me upside tongue-tied Twisted all around I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) [Verse 1] Well, I don't know I can't tell Will this last Or just come and go? It came so fast And my feet feel cold But my mind is for sure And my heart remains Oh, she's got everything you want Wardrobe bought at the thrift shop And all my friends adore her She reminds me of my mother She wonders how my day went And don't care about my paychecks Well, I don't wanna keep my baby waiting You might also like[Chorus] I've got a brown eyed lover On the other side of town I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) She's got me upside tongue-tied Twisted all around I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) [Verse 2] Oh, let me think What if she finds a man Who's got so much more time For her than me on his hands? That don't make sense Why would she wait so long Just to run away? Oh, she's got everything you want Let's me pick the restaurants And all my friends adore her And I can still afford her She wishes I'd stop worrying About where my next paycheck is Well, I don't wanna keep my baby waiting! [Chorus] I've got a brown eyed lover On the other side of town I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) She's got me upside tongue-tied Twisted all around I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) I've got a brown eyed lover On the other side of town I don't wanna keep her waiting, ye (I don't wanna keep her waiting, waiting) She's got me upside tongue-tied Twisted all around I don't wanna keep her waiting I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) I don't wanna keep her waiting (I don't wanna keep her waiting, waiting) I don't wanna keep her waiting3Embed"
Allen Stone,Georgia On My Mind,2018,retro,"(Can't find your song? Please add it and link it!) A: ""Abraham, Martin and John"" -- by Dion -- Song Summary ""The Age of Worry"" -- by John Mayer -- Song Summary ""American Tune"" -- by Paul Simon -- Song Summary ""American Pie"" -- by Don McClean -- Song Summary ""And the Band Played Waltzing Matilda"" -- by Joan Baez -- Song Summary ""Angel from Montgomery"" -- by John Prine -- Song Summary ""At Seventeen"" -- by Janis Ian -- Song Summary B: ""Badge and Gun -- by John Mayer -- Song Summary ""The Ballad of Casey Jones"" -- by Wallace Saunders -- Song Summary ""The Ballad of St. Anne's Reel"" -- by John Denver -- Song Summary ""Banks of the Ohio"" -- by Joan Baez -- Song Summary ""Barbara Allen"" -- by Shirley Collins -- Song Summary ""Barrett's Privateers"" -- by Stan Rogers -- Song Summary ""Big Yellow Taxi"" -- by Joni Mitchell -- Song Summary ""Billy Boy"" -- by The Andrews Sisters -- Song Summary ""Blackbird"" -- by The Beatles -- Song Summary ""Blowwin' in the Wind"" -- by Bob Dylan -- Song Summary ""Blue Moon of Kentucky"" -- by Bill Monroe -- Song Summary ""Both Sides Now"" -- by Joni Mitchell -- Song Summary ""The Boxer"" -- by Simon & Garfunkel -- Song Summary ""A Boy Named Sue"" -- by Johnny Cash -- Song Summary ""Bridge Over Troubled Water"" -- by Simon & Garfunkel - Song Summary ""Bury Me Beneath the Willow"" -- by Woody Guthrie -- Song Summary You might also likeC: ""Caledonia"" -- by Amy Macdonald -- Song Summary ""Calypso"" -- by John Denver -- Song Summary ""Canadian Railroad Trilogy"" -- by Gordon Lightfoot -- Song Summary ""Can the Circle Be Unbroken"" -- by The Carter Family -- Song Summary ""Can't Help But Wonder Where I'm Bound"" -- by Tom Paxton - Song Summary ""Can’t Kill Myself Today"" -- by Little Foot (Odd One Out) -- Song Summary ""Carry Me Back to Virginia"" -- by Old Crow Medicine Show -- Song Summary ""Car Wheels on a Gravel Road -- by Lucinda Williams -- Song Summary ""A Case of You"" -- by Joni Mitchell -- Song Summary ""Catch the Wind"" -- by Donovan -- Song Summary ""Cat's in the Cradle"" -- by Harry Chapin -- Song Summary ""Changes"" -- by Phil Ochs -- Song Summary ""Chelsea Morning"" -- by Judy Collins -- Song Summary ""Christmas in the Trenches"" -- by John McCutcheon -- Song Summary ""City of New Orleans"" -- by Arlo Guthrie -- Song Summary ""The Circle Game"" -- by Joni Mitchell -- Song Summary ""Cool Water"" -- by Joni Mitchell -- Song Summary ""Copperhead Road"" -- by Steve Earle -- Song Summary ""Cotton Fields"" -- by Leadbelly -- Song Summary ""Could You Be Loved"" -- by Bob Marley -- Song Summary ""The Curragh of Kildare"" -- by Christy Moore -- Song Summary D: ""Dang Me"" -- by Roger Miller -- Song Summary ""Danny Boy"" - by Bing Crosby -- Song Summary ""David"" -- by Cody Jinks -- Song Summary ""Day O (The Bananna Boat Song)"" -- by Harry Belafonte -- Song Summary ""D.B. Cooper"" -- by Todd Snider -- Song Summary ""Deportees"" -- by Woody Guthrie -- Song Summary ""Diamond in the Rough"" -- by Shawn Colvin -- Song Summary ""Diamonds and Rust"" -- by Joan Baez -- Song Summary ""Didn't Leave Nobody But the Baby"" -- by Emmylou Harris -- Song Summary ""Dirty Old Town"" -- by Ewan MacColl -- Song Summary ""Don't Fence Me In"" -- by Willie Nelson -- Song Summary ""Don't Let Us Get Sick"" -- by Warren Zevon -- Song Summary ""Don't Think Twice, It's All Right"" -- by Bob Dylan -- Song Summary ""Down to the River to Pray"" -- by Alison Krauss -- Song Summary ""The Dutchman"" -- by Steve Goodman -- Song Summary E: ""Early Morning Rain"" -- by Gordon Lightfoot -- Song Summary ""Ein Prosit (A Toast)"" -- A very large group of drunken singers -- Song Summary ""El Condor Pasa"" -- by Simon & Garfunkel -- Song Summary ""El Paso"" -- by Marty Robbins -- Song Summary ""Escarpment Blues"" -- by Sarah Harmer -- Song Summary F: ""Fare Thee Well Northumberland"" -- by Mark Knopfler -- Song Summary ""Father and Son"" -- by Cat Stevens -- Song Summary ""A Few Old Memories"" -- by Hazel Dickens -- Song Summary ""The Fields of Athenry"" -- By Charlie and Petra Haden -- Song Summary ""Fire and Rain"" -- by James Taylor -- Song Summary ""Five Minutes of Fame"" -- by Act of Congress -- Song Summary ""Folsom Prison Blues"" -- by Johnny Cash -- Song Summary ""For the Sake of the Song"" -- by Townes Van Zandt -- Song Summary ""Fountain of Sorrow"" -- by Jackson Browne -- Song Summary ""Four Strong Winds"" -- by Ian and Sylvia -- Song Summary ""Freedom"" -- by Richie Havens -- Song Summary ""Freight Train"" -- by Elizabeth Cotten -- Song Summary ""Froggie Went a Courtin'"" -- by Bruce Springsteen -- Song Summary ""From Galway to Graceland"" -- by Richard Thompson -- Song Summary G: ""Galway Girl"" -- by Steve Earle -- Song Summary ""Gentle Arms of Eden"" -- by Dave Carter & Tracy Grammer -- Song Summary ""Gentle on My Mind"" -- by John Hartford -- Song Summary ""Gold Watch and Chain"" -- by Emmylou Harris -- Song Summary ""Goodnight Irene"" -- by Lead Belly -- Song Summary ""Graceland"" -- by Paul Simon -- Song Summary ""Green Green"" -- by The New Christy Minstrels -- Song Summary ""Green Green Grass of Home"" -- by Tom Jones -- Song Summary H: ""Hallelujah"" -- by Leonard Cohen -- Song Summary ""Happy to Be Here"" -- by Todd Snider -- Song Summary ""Harvest Moon"" -- by Neil Young -- Song Summary ""Haul Away"" -- by Mark Knopfler -- Song Summary ""He's Got the Whole World in His Hands"" -- By Odetta -- Song Summary ""He Was a Friend of Mine"" -- by Bob Dylan -- Song Summary ""Heart of Gold"" -- by Neil Young -- Song Summary ""Hobo's Lullaby"" -- by Woody Guthrie -- Song Summary ""Homegrown Tomatoes"" -- by Guy Clark -- Song Summary ""Homeward Bound"" -- by Simon & Garfunkel -- Song Summary ""House of the Rising Sun"" -- by The Animals -- Song Summary I: ""If I Had a Hammer"" -- by Peter, Paul and Mary -- Song Summary ""If I Were a Carpenter"" -- by Bobby Darin -- Song Summary ""Illegal Smile"" -- by John Prine -- Song Summary ""In a Town This Size"" -- by John Prine and Delores Keane -- Song Summary ""The Indianapolis"" -- by Tom Flannery -- Song Summary ""In Spite of Ourselves"" -- by John Prine and Iris Dement -- Song Summary ""Irish Heartbeat"" -- by Van Morrison -- Song Summary ""I Still Call Australia Home"" -- Peter Allen -- Song Summary ""I've Been Everywhere"" -- by Johnny Cash -- Song Summary ""I've Been Working on the Railroad"" -- by Pete Seeger -- Song Summary J: ""Jamaica Farewell"" -- by Harry Belafonte -- Song Summary ""Jeannie Needs a Shooter"" -- by Warren Zevon -- Song Summary ""John Brown's Body"" -- Pete Seeger -- Song Summary ""John Henry"" -- by Bruce Springsteen -- Song Summary K: ""Keep Off the Grass"" -- by Todd Snider -- Song Summary ""Keep on the Sunny Side"" -- by June Carter Cash -- Song Summary ""King of the Road"" -- by Roger Miller -- Song Summary ""Kisses Sweeter Than Wine"" -- by Jimmie F. Rodgers -- Song Summary ""Knockin' on Heaven's Door' -- by Bob Dylan -- Song Summary L: ""L.A. Freeway"" -- by Guy Clark -- Song Summary ""Lake Charles"" -- by Lucinda Williams -- Song Summary ""Lake Ponchartrain"" -- by Peter Case -- Song Summary ""Last Thing on My Mind"" -- by Tom Paxton -- Song Summary ""Lemon Tree"" -- by Trini Lopez -- Song Summary ""Like a Rolling Stone"" -- by Bob Dylan -- Song Summary ""Little Boxes"" -- by Malvina Reynolds -- Song Summary ""Lonesome Pines"" -- by Foggy Hollow Band -- Song Summary ""Long Black Veil"" -- by Johnny Cash -- Song Summary ""Long Road Home"" -- by Sheryl Crow -- Song Summary ""Long Tall Glasses"" -- by Leo Sayer -- Song Summary M: ""Make Me a Pallet on Your Floor"" -- by Willie Brown -- Song Summary ""Mama's Don't Let Your Babies Grow Up to be Cowboys"" -- by Waylon Jennings and Willie Nelson -- Song Summary ""Mandolin Wind"" -- by Rod Stewart -- Song Summary ""Man of Constant Sorrow"" -- by Dan Tyminski -- Song Summary ""A Man Needs a Maid"" -- by Neil Young -- Song Summary ""Marching to Pretoria"" -- by The Weevers -- Song Summary ""Masters of War"" -- by Bob Dylan -- Song Summary ""Matty Groves"" -- by Fairport Convention -- Song Summary ""Mercy Now"" -- by Mary Gauthier -- Song Summary ""Michael Row the Boat Ashore"" -- By Pete Seeger -- Song Summary ""Midnight Special"" -- by Lead Belly -- Song Summary ""Mama Don't Allow No Music"" -- by Doc Watson -- Song Summary ""Mr. Bojangles"" -- by The Nitty Gritty Dirt Band -- Song Summary ""Mr. Tambourine Man"" -- by Bob Dylan -- Song Summary ""M.T.A."" -- by The Kingston Trio -- Song Summary ""My Back Pages"" -- by Bob Dylan -- Song Summary ""My Heroes Have Always Been Cowboys"" -- by Waylon Jennings -- Song Summary N: ""The Night They Drove Old Dixie Down"" -- by The Band -- Song Summary ""Northwest Passage"" -- by Stan Rogers -- Song Summary O: ""Ode to Billie Joe"" -- by Bobbie Gentry -- Song Summary ""Oh My Darling Clemintine"" -- (Traditional) -- Song Summary ""Oh! Susanna"" -- by James Taylor -- Song Summary ""Old Dan Tucker"" -- by Bruce Springsteen -- Song Summary ""Old Folks at Home"" -- by Paul Robeson -- Song Summary ""Old Friends"" -- by Roger Miller -- Song Summary ""Old Man"" -- by Neil Young -- Song Summary ""Omie Wise"" -- by Doc Watson -- Song Summary ""One Meatball"" -- by Dave Van Ronk -- Song Summary ""O Tannenbaum (Oh Christmas Tree)"" -- by Nat King Cole -- Song Summary ""Our Town"" -- by Iris Dement -- Song Summary P: ""Pancho and Lefty"" -- by Willie Nelson and Merle Haggard -- Song Summary ""Paradise"" -- by John Prine -- Song Summary ""Parting Glass"" -- by Clancy Brothers -- Song Summary ""Pastures of Plenty"" -- by Woody Guthrie -- Song Summary ""Peace Train"" -- by Cat Stevens -- Song Summary ""The Pirate's Gospel"" -- by Alela Diane -- Song Summary ""Please Don't Bury Me"" -- by John Prine -- Song Summary ""Pretty Saro"" -- by Bob Dylan -- Song Summary ""Puff the Magic Dragon"" -- by Peter, Paul and Mary -- Song Summary Q: ""Queen of California"" -- by John Mayer -- Song Summary R: ""Ragpicker's Dream"" -- by Mark Knopfler -- Song Summary ""Red River Valley"" -- by Gene Autry -- Song Summary ""Reuben James"" -- Kingston Trio -- Song Summary ""Rocky Mountain High"" -- by John Denver -- Song Summary ""Rocky Top"" -- by Osborne Brothers -- Song Summary S: ""Sailing to Philadelphia"" -- by Mark Knopfler and James Taylor -- Song Summary ""Scarborough Fair"" -- by Simon and Garfunkel -- Song Summary ""Shady Grove"" -- by Jerry Garcia and David Grisman -- Song Summary ""She'll Be Coming Round the Mountain"" -- by Neil Young -- Song Summary ""Silver Threads and Golden Needles"" -- by Linda Ronstadt -- Song Summary ""(Sittin' on) The Dock of the Bay"" -- by Otis Redding -- Song Summary ""Sixteen Tons"" -- by Ernie Ford -- Song Summary ""Sometimes I Feel Like a Motherless Child"" -- by Odetta -- Song Summary ""Someday Soon"" -- by Judy Collins -- Song Summary ""The Sound of Silence' -- by Simon & Garfunkel -- Song Summary ""Spike Driver Blues"" -- by Mississippi John Hurt -- Song Summary ""Streets of London"" -- by Ralph McTell -- Song Summary ""Sugar Mountain"" -- by Neil Young -- Song Summary ""Superman's Song"" -- by Crash Test Dummies - Song Summary ""Suzanne"" -- by Leonard Cohen -- Song Summary T: ""Take Me Home, Country Roads"" -- by John Denver -- Song Summary ""Take Us Back"" -- by Alela Diane -- Song Summary ""Tangled Up in Blue"" -- by Bob Dylan -- Song Summary ""Teach Your Children"" -- by Crosby, Stills & Nash -- Song Summary ""That's Amore"" -- by Dean Martin -- Song Summary ""There But For Fortune"" -- by Phil Ochs -- Song Summary ""They Baptized Jesse Taylor"" -- by Valley Road Bluegrass Band -- Song Summary ""This Land is Your Land"" -- by Woody Guthrie - Song Summary ""Tie Me Kangaroo Down Sport"" -- by Rolf Harris -- Song Summary ""The Times They Are A-Changin'"" -- by Bob Dylan -- Song Summary ""Tom Dooley"" -- by Kingston Trio -- Song Summary ""Tootie Ma (Is a Big Fine Thing)"" -- by Preservation Hall Jazz Band -- Song Summary ""Trail of Tears"" -- by John Denver -- Song Summary ""True Blue"" -- by John Williamson -- Song Summary ""Turn, Turn, Turn"" -- by The Byrds -- Song Summary U: ""Universal Soldier"" -- by Buffy Sainte-Marie -- Song Summary V: ""Volare"" -- by Dean Martin -- Song Summary W: ""Wabash Cannonball"" -- by Roy Acuff -- Song Summary ""Wade in the Water"" -- by Blind Boys of Alabama -- Song Summary ""Waltzing Matilda"" -- by Slim Dusty -- Song Summary ""The Water is Wide"" -- by James Taylor -- Song Summary ""We Shall Overcome"" -- by Pete Seeger -- Song Summary ""The Weight"" -- by The Band -- Song Summary ""What Have They Done to My Song Ma?"" -- by Melanie -- Song Summary ""When Johnny Comes Marching Home"" -- by Dolly Parton -- Song Summary ""Where Have All the Flowers Gone"" -- by The Kingston Trio - Song Summary ""Whiskey in the Jar"" -- by The Dubliners -- Song Summary ""Who Knows Where the Time Goes"" -- by Sandy Denny -- Song Summary ""Why Georgia"" -- by John Mayer -- Song Summary ""The Wild Rover (No, Nay, Never)"" -- by The Clancy Brothers & Tommy Makem -- Song Summary ""Wildwood Flower"" -- by June Carter Cash -- Song Summary ""Will the Circle Be Unbroken"" -- by The Carter Family -- Song Summary ""The Wind"" -- by Cat Stevens -- Song Summary ""Woodstock"" -- by Crosby, Stills, Nash & Young -- Song Summary ""Wreck of the Edmund Fitzgerald"" -- by Gordon Lightfoot -- Song Summary ""Wreck of the Old 97"" -- by Johnny Cash -- Song Summary XYZ: ""Yankee Doodle"" -- by Robert Shaw Corale -- Song Summary ""You Are My Sunshine"" -- by Jimmie Davis -- Song Summary Numbers: ""500 Miles"" -- by Peter, Paul and Mary -- Song Summary ""1913 Massacre"" -- by Woody Guthrie -- Song Summary ""1952 Vincent Black Lightning"" -- by Richard Thompson -- Song Summary1Embed"
Sharon Jones & The Dap-Kings,Tell Me,2007,retro,"I been away too long I've come from searchin' Hell for you But while I've been away, each and every day My heart was really next to you Oh yeah Now I'm here at last And I mean to stay Look into my eyes, then you'll realize There is only one thing left to say Whoa... Tell me (tell me you love me) Be right there (tell me you care) Tell me, tell me, tell me baby (tell me you love me) Come on, come on (tell me you care) Oooh (tell me you love me) I really love ya! (tell me you care) You know I need ya! (tell me you love me) Come on, baby now (tell me you care) I'm not asking for much, yeah Dreamin' and wishin' you know If you some sweet feelin', I'm ready and willing To take you where you wanna go You might also likeTell me (tell me you love me) Come on, come on baby (tell me you care) Let me hear you, let me hear you now (tell me you love me) Ooh yeah, yeah oh! (tell me you care) How sweet do you want it? (tell me you love me) Come on, baby! (tell me you care)Embed"
Los Yesterdays,Give Me One More Chance,2021,retro,"Oh baby You sure are looking fine Even after oo all of this time Tell me, baby Where did we go wrong? Maybe we should start over Since you left me I've changed my ways Not hanging out with the boys Oh every day Got a new job Even got my own pad now You can ask our kids They'll tell ya I'm a good dad now [Chorus] So just give me Just give me Just give me Just one more chance So just give me Just give me Just give me Just one morе chance You might also likeSo just give me Just givе me Just give me Just one more chance To make it up girl I won't let you down [Post-Chorus] Baby I know I did you wrong in the past But now I'm back Give me just one more chance [Verse 2] I see you're still single Still haven't found someone And to me you'll always be my number one Now I can't change your past But this I promise girl I would probably make it last [Chorus] If you just give me Just give me Just give me Just one more chance If you just give me Just give me Just give me Just one more chance So just give me Just give me Just give me Just one more chance Let me make it up girl I won't let you down Let me make it up to you baby Oh we gonna make it last Let me make it upEmbed"
Hannah Williams,Late Nights & Heartbreak,2016,retro,"When I know in my heart that I want to? I've been putting you down when you aren't around I'm letting you down every day I've been messing around when you're out of town Why do I keep on running away? I'm a part-time lover and I'm never there I find it hard to believe you don't want it to end I'll be changing my tune when you walk in the room I'll be fixing the look on my face I'm gonna get close to you, give my loving to you At least until you're going away I know that I'm not good I'm never gonna treat you like I should I've heard that all of the boys think you're crazy When I treat you so bad, why do you want me? I've heard that all of the girls are starting to hate me For stealing your heart and treating you badly It doesn't hurt anymore when you walk through the door I forget every word that you said And I can't put you down when no one else is around And when you're gone, you're getting replaced You might also likeYou know that I'm not good I'm never gonna treat you, never gonna treat you like I should I'm a part-time lover5Embed"
The Dip,Real Contender,2022,retro,How they hang around like echoes in a chamber Floating in and out from minor into major Wanted you to feel like you could really trust me But maybe I just don't deserve it But when you think it through I'm hoping that you realize that I have always been beside you Sand between our fingers Time is always movin' along (Here and then it's gone) [Chorus] I wanna be a real contender Whether you see it or not I know it's in there Somewhere this thing that we got For once in my life I am sure of something For once in my life I am sure of something [Verse 2] I know my eyes deceive a brief and fleeting failure They want what they don't need I try to see it clearer Changin' of the seasons Time is always creepin' along (Here and then it's gone) You might also like[Chorus] I wanna be a real contender Whether you see it or not I know it's in there Somewhere this thing that we got For once in my life I am sure of something For once in my life I am sure of [Bridge] Something there I should've noticed yesterday But now my heart won't let me see it any other way [Chorus] So I wanna be a real contender Whether you see it or not I know it's in there Somewhere this thing that we got For once in my life I am sure of something For once in my life I am sure of something For once in my life I am sure of something For once in my life I am sure of somethingEmbed
